composition,trial,time,acetate,biomass,butanol,butyrate,ethanol
2,1,1.7,80.07241628959319,0.5113194570135774,0.7925556561086016,1.8105221719457112,24.835458823529546
2,1,1.8,80.38623167420857,0.5156606334841657,0.8637565610859774,1.9404914027149427,25.65695022624448
2,1,1.9,80.96582443438957,0.5208000000000028,0.9338597285067923,2.0663764705882466,26.490411764706025
2,1,2.0,81.66204705882397,0.525705882352944,0.9741058823529465,2.1645647058823645,27.164741176470734
2,1,2.1,82.40868144796424,0.5306588235294146,1.010869683257924,2.2619176470588362,27.820694117647207
2,1,2.2,83.17810407239864,0.5361592760181024,1.0678470588235354,2.384470588235307,28.58489049773771
2,1,2.3,83.71702443438959,0.5413122171945731,1.1514859728506852,2.523555656108611,29.470968325792015
2,1,2.4,83.91737918552082,0.5458506787330347,1.2707864253393737,2.6825457013574807,30.507995475113287
2,1,2.5,83.70028778280587,0.5495710407239849,1.4318678733031753,2.863571945701373,31.714704977375735
2,1,2.6,83.0163909502267,0.5523330316742112,1.6383076923077016,3.067453393665175,33.099495022624616
2,1,2.7,81.84558009049817,0.5540597285067903,1.8908705882353045,3.293835294117665,34.66042895927621
2,1,2.8,80.1970678733036,0.554737556561089,2.187579185520374,3.540850678733051,36.38523529411785
2,1,2.9,78.18244705882394,0.5539927601809985,2.45489049773757,3.7652968325792058,38.15707239819025
2,1,3.0,75.62261990950266,0.5520796380090528,2.768954751131237,4.015291402714954,40.15762262443461
2,1,3.1,72.71823529411803,0.5497203619909532,3.146144796380108,4.2974171945701585,42.296575565611086
2,1,3.2,69.6848361990954,0.547489592760184,3.5946959276018298,4.614509502262468,44.47885248868802
2,1,3.3,66.75278914027186,0.5458823529411796,4.11463529411767,4.965247058823556,46.60419728506813
2,1,3.4,64.16742262443472,0.5455846153846184,4.697920361990977,5.344428959276048,48.56758552036225
2,1,3.5,61.82356561086006,0.5467873303167451,5.379469683257948,5.779882352941208,50.52563076923105
2,1,3.6,59.70986425339398,0.5493031674208175,6.153956561086006,6.261763800905012,52.40290135746635
2,1,3.7,57.842831674208455,0.5530868778280573,7.015188235294156,6.7862063348416655,54.18453484162925
2,1,3.8,56.22469230769261,0.5579502262443469,7.95171493212674,7.346837104072438,55.86123529411795
2,1,3.9,54.84297285067903,0.5638325791855234,8.946420814479687,7.934438914027192,57.428864253393975
2,1,4.0,53.46701001939235,0.5692094053005816,9.88288041370394,8.48938325791855,58.95226438267614
2,1,4.1,52.259157239818975,0.5751755979314801,10.84872349709114,9.056780575307045,60.38978619909501
2,1,4.2,51.219414511958604,0.5817311570782157,11.843950064641234,9.636630866192629,61.741429702650265
2,1,4.3,50.34778183581122,0.5888760827407883,12.868560116354228,10.228934130575304,63.00719489334192
2,1,4.4,49.64425921137683,0.5966103749191981,13.922553652230114,10.83369036845507,64.18708177116997
2,1,4.5,49.10884663865542,0.6049340336134449,15.005930672268896,11.450899579831928,65.2810903361344
2,1,4.6,48.74154411764702,0.6138470588235289,16.118691176470573,12.080561764705875,66.28922058823522
2,2,0.0,15.409038009049858,0.3697864253393685,0.06817918552036235,0.0359882352941179,24.36996199095035
2,2,0.1,16.6526515837105,0.3624380090497757,0.06072669683257953,0.034497737556561325,24.147547511312347
2,2,0.2,18.29485158371051,0.35766153846154036,0.053046153846154145,0.04157556561086004,23.348573755656233
2,2,0.3,20.740790950226362,0.3603348416289612,0.04933122171945731,0.059887782805430334,22.486990950226364
2,2,0.4,24.16592760181009,0.3650081447963821,0.041313122171945986,0.08012307692307755,21.518361990950343
2,2,0.5,29.121471493212827,0.3739040723981921,0.04400180995475144,0.13841628959276114,20.70867420814491
2,2,0.6,35.12400452488707,0.386081447963803,0.06312760180995519,0.23996832579185673,20.274167420814592
2,2,0.7,41.47215203619932,0.40064796380090717,0.09751493212669748,0.38231493212669915,20.057580090497844
2,2,0.8,47.50447692307718,0.4176542986425362,0.16326787330316844,0.5900561085972885,20.15004343891414
2,2,0.9,53.13065701357494,0.4359710407239842,0.2549285067873318,0.8477348416289641,20.460015384615495
2,2,1.0,58.088909502262744,0.45505158371040966,0.3666090497737577,1.1369846153846215,20.939181900452603
2,2,1.1,62.14808506787363,0.4736054298642559,0.49196561085973123,1.4398823529411842,21.53356289592772
2,2,1.2,65.09707963800939,0.4905601809954777,0.6238479638009083,1.7380280542986517,22.1794009049775
2,2,1.3,66.74483438914062,0.5048524886877854,0.7549085972850719,2.0122063348416397,22.80268416289605
2,2,1.4,66.9202651583714,0.5155665158371068,0.8769936651583758,2.242586425339378,23.31941719457026
2,2,1.5,66.55786515837138,0.5240877828054327,0.9898660633484215,2.439177375565624,23.71475022624447
2,2,1.6,65.79185610859764,0.5302199095022653,1.090045248868784,2.596856108597299,24.049456108597415
2,2,1.7,64.9977384615388,0.5342552036199124,1.1734452488687845,2.712435294117662,24.325777375565742
2,2,1.8,64.61971764705918,0.5364217194570164,1.2360072398190112,2.783830769230784,24.548779185520495
2,2,1.9,64.93683619909538,0.538883257918555,1.2937058823529481,2.8506244343891556,24.786918552036333
2,2,2.0,65.35481176470624,0.5409176470588265,1.313470588235301,2.8847176470588387,24.81511764705896
2,2,2.1,65.75935203619946,0.5431755656108627,1.3296470588235367,2.918763800904993,24.816669683258056
2,2,2.2,66.026013574661,0.5462959276018129,1.3738208144796458,2.985380090497754,24.954370135746743
2,2,2.3,66.24035565610896,0.5492597285067904,1.451247963800913,3.0723013574660802,25.295639819004663
2,2,2.4,66.37576108597321,0.5519312217194601,1.5736814479638097,3.185942081447981,25.91632488687797
2,2,2.5,66.41246244343927,0.5540723981900483,1.7494063348416389,3.330516742081466,26.869852488687926
2,2,2.6,66.33795113122208,0.5556814479638039,1.9831692307692417,3.5084488687782995,28.187569230769387
2,2,2.7,66.1465683257922,0.5567221719457044,2.2763167420814607,3.7199619909502464,29.87847058823546
2,2,2.8,65.83991402714967,0.5571945701357497,2.626457013574675,3.963488687782827,31.929271493212845
2,2,2.9,65.55109411764741,0.5565701357466094,2.9634950226244507,4.197423529411788,34.20600633484182
2,2,3.0,65.15253484162932,0.5553212669683288,3.363465158371059,4.468408144796404,36.92348778280563
2,2,3.1,64.61203800905011,0.5539429864253425,3.8321927601810164,4.778306787330342,39.91202081447985
2,2,3.2,63.91504886877863,0.5529466063348447,4.36787239819007,5.1247755656108875,42.99144886877852
2,2,3.3,63.06513303167455,0.5528597285067903,4.960997285067901,5.501333031674237,45.97142443438939
2,2,3.4,62.083838009050105,0.5540941176470618,5.594497737556591,5.897089592760214,48.65086787330343
2,2,3.5,60.933708597285396,0.5568778280543016,6.305710407239854,6.3378642533936995,51.19229321266995
2,2,3.6,59.59860995475145,0.5610398190045279,7.088479638009089,6.816867873303205,53.548445248869065
2,2,3.7,58.08901266968357,0.5664687782805461,7.93665158371045,7.330256108597325,55.700826244344185
2,2,3.8,56.426248868778586,0.5731719457013605,8.839909502262493,7.872176470588277,57.64282805429895
2,2,3.9,54.64278280543015,0.5809366515837135,9.783773755656162,8.43442986425344,59.37946153846186
2,2,4.0,52.96764444085327,0.5881043309631543,10.675821590174532,8.966731835811249,61.08712252747251
2,2,4.1,51.22906506140918,0.595885940530058,11.586107950872655,9.507344893341953,62.64398406593405
2,2,4.2,49.427044667097604,0.6042814802844212,12.514632837750483,10.056269036845507,64.05004615384613
2,2,4.3,47.561583257918535,0.6132909502262441,13.461396250808015,10.613504266321913,65.30530879120876
2,2,4.4,45.63268083387198,0.6229143503555266,14.426398190045244,11.179050581771168,66.40977197802194
2,2,4.5,43.64033739495794,0.6331516806722686,15.409638655462182,11.752907983193275,67.36343571428566
2,2,4.6,41.58455294117641,0.6440029411764703,16.411117647058816,12.33507647058823,68.16629999999994
3,1,0.0,13.197619909502333,0.2799547511312232,0.02777828054298658,0.04557013574660659,19.569904977375668
3,1,0.1,13.565229864253466,0.2787393665158386,0.03379547511312236,0.04970135746606362,20.453155656108706
3,1,0.2,13.47039457013582,0.2715122171945716,0.03873936651583731,0.054678733031674503,20.867241628959388
3,1,0.3,13.218447058823601,0.25943167420814617,0.041442533936651794,0.060660633484163215,20.740644343891514
3,1,0.4,13.348100452488763,0.24862895927601944,0.04164615384615406,0.06665248868778316,20.44279185520373
3,1,0.5,14.108426244343972,0.2397466063348429,0.041030769230769454,0.07224524886877867,19.994588235294223
3,1,0.6,15.760148416289683,0.23540904977375698,0.039980995475113336,0.07685067873303209,19.541531221719563
3,1,0.7,18.521010859728612,0.23845791855203752,0.03906515837104094,0.07963348416289635,19.262865158371145
3,1,0.8,22.297223529411887,0.24516742081448095,0.038142986425339566,0.08206515837104117,18.9147963800906
3,1,0.9,27.071730316742233,0.2549058823529426,0.037436199095022826,0.08431493212669727,18.49015475113132
3,1,1.0,32.36521176470606,0.26489773755656254,0.03611674208144817,0.07549411764705924,17.888449773755752
3,1,1.1,38.86303529411786,0.27680000000000154,0.0264859728506789,0.050564705882353275,17.04788235294127
3,1,1.2,46.64444705882378,0.292336651583712,0.01789502262443453,0.04141809954751165,16.259020814479726
3,1,1.3,55.00327330316772,0.30875113122172115,0.016443438914027296,0.05593665158371085,15.606484162896013
3,1,1.4,63.17547420814513,0.3249538461538479,0.02615746606334863,0.09924886877828126,15.19531131221728
3,1,1.5,70.40608235294155,0.340851583710409,0.050113122171946065,0.173819004524888,15.134407239819089
3,1,1.6,76.89133665158411,0.3569855203619929,0.09048054298642594,0.2814479638009067,15.411866968325874
3,1,1.7,82.46487420814523,0.3719348416289613,0.14915203619909595,0.4225393665158395,16.01272217194579
3,1,1.8,86.99240090497784,0.3850932126696853,0.22641266968325924,0.5950497737556595,16.921296832579277
3,1,1.9,90.40232669683307,0.3959628959276039,0.32143438914027334,0.7952533936651628,18.10328959276028
3,1,2.0,92.68549502262492,0.40408416289592974,0.43227601809954985,1.017403619909508,19.506112217194676
3,1,2.1,93.89552126696884,0.40930588235294335,0.5558832579185551,1.2538009049773824,21.05882171945713
3,1,2.2,94.24119547511363,0.4114470588235316,0.6613357466063385,1.4819339366515918,22.56984977375578
3,1,2.3,93.81694117647109,0.4103647058823552,0.7744705882352984,1.7164470588235385,24.112482352941313
3,1,2.4,92.80513846153897,0.40615384615384836,0.9004054298642585,1.9406542986425446,25.55224434389154
3,1,2.5,92.2495701357471,0.403162895927604,1.0429230769230826,2.1585945701357585,26.926561085973
3,1,2.6,91.9592000000005,0.40233212669683477,1.2185728506787399,2.391422624434402,28.45066606334857
3,1,2.7,91.50590316742131,0.4015574660633506,1.4307819004524966,2.6254968325792,30.016597285068038
3,1,2.8,90.87426334841678,0.4009819004524909,1.681876018099557,2.8583140271493366,31.613253393665328
3,1,2.9,90.05964886877877,0.4005393665158393,1.9718823529411875,3.0878950226244513,33.22871131221738
3,1,3.0,89.06855113122221,0.400225339366518,2.2985294117647186,3.312443438914045,34.85015837104091
3,1,3.1,87.91831402714979,0.4000262443438936,2.657247058823544,3.5303457013574855,36.464230769230966
3,1,3.2,86.63720452488734,0.39991945701357684,3.0411665158371206,3.7403737556561287,38.05674298642555
3,1,3.3,85.26441266968371,0.39987330316742303,3.4411203619909685,3.9414823529411978,39.61261990950248
3,1,3.4,83.8499131221724,0.3998470588235316,3.8456425339366724,4.132879638009072,41.11623529411787
3,1,3.5,82.45487420814526,0.39992941176470803,4.241038914027172,4.313888687782829,42.551141176470814
3,1,3.6,81.15111674208188,0.4000000000000022,4.611116742081473,4.484424434389165,43.90000000000023
3,1,3.7,79.84000000000043,0.4000000000000022,4.990000000000027,4.670000000000025,45.34500000000024
3,1,3.8,78.52888325791899,0.4000000000000022,5.368883257918581,4.855575565610886,46.79000000000025
3,1,3.9,77.37611402714973,0.399858823529414,5.717078733031705,5.036770135746634,48.1685058823532
3,1,4.0,76.15729864253434,0.39976470588235513,6.086945701357499,5.2303556561086255,49.638000000000275
3,1,4.1,74.83766244343931,0.39968778280543205,6.477721266968361,5.428472398190074,51.1602398190048
3,1,4.2,73.3912036199099,0.39971855203620127,6.888335746606373,5.624312217194601,52.70167330316771
3,1,4.3,71.80035475113161,0.4000000000000022,7.3171420814480035,5.81245972850682,54.23337104072427
3,1,4.4,70.15975927601848,0.40017466063348633,7.7185040723982326,5.992942081447996,55.60786153846183
