Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,1.4992806914649854,171.1259489345401,1.3917430300739873,4.184791253559248,0.9475773394042855
Random Forest Regressor,0.5236878798138076,33.1476361607158,0.7650993245650392,0.8596259719137602,0.9892315105259866
TPOT Regressor,1.4540363003434786,119.61382075595796,1.5003586405225275,4.365297612907157,0.9453161457059343
Support Vector Regressor,2.958917514303469,275.3493668915223,3.6655864069052466,22.19171656294034,0.7220055302816197
Kernel Ridge Regressor,1.7064390097512436,246.27042849042192,1.8186393711234203,6.219383256200996,0.9220901120749585
K-NN Regressor,0.776413812829077,97.45019567633302,1.1440900027991672,1.9117603432567838,0.9760514784268729
Gaussian Process Regressor,0.17411142008960762,16.923771491699313,0.2068666574484607,0.0731086005695186,0.9990841723942565
Gradient Boosting Regressor,0.837952185406698,89.55822810296984,0.8356000459279593,1.4003913017826688,0.9824573715947945
Ensemble Model,1.1090926605290716,131.6297937937411,1.1436461345476634,2.538013010705267,0.9682064441005155
