	time	CO	CO2	H2	acetate	biomass	butanol	butyrate	ethanol	flow rate	ethanol_Δ
0	5.965286920851527	0.5721439553922422	0.1901011615170387	0.17824882518696392	96.98236995740638	0.6643960071745175	4.510152942420383	12.78690350442512	109.12675677353073	20.516822547766672	34.27393926559074
1	5.761726837370969	0.5695044044779123	0.19057007640556767	0.09230221336467215	96.13281883398135	0.653384285745599	6.084168367200216	8.814277672268682	108.83633230370206	20.642004978556596	33.78697993880295
2	5.825658298824896	0.5671393019705211	0.20040643195854776	0.11485961852724949	97.97950829780123	0.6524329948095471	6.241322512640187	11.918503265081593	110.68266747387413	20.74507217672134	33.72669671399333
3	5.934842601364922	0.5840863399302598	0.1761970682188973	0.06659762870183732	97.27320786870492	0.6236833152004154	8.085197037819329	7.742294197269933	105.76363931946219	20.354206237315008	33.59734833679756
4	5.910161804064267	0.5592446442090916	0.22448737100033916	0.08925267263428141	95.07878637270971	0.6311932101279278	7.641616138860242	8.03195852513839	109.32924690482189	20.665266608528146	33.451570362985926
5	5.924229719037577	0.5860703282553934	0.19060950648477257	0.14902798650709312	95.83590061924657	0.6379663108752649	12.528325549516563	8.120945754353633	109.60300901970498	20.740239577207802	33.40076955202516
6	5.907390559638092	0.579808243868308	0.17598098105596152	0.09157512283833358	89.35541190888765	0.6023793468317313	6.192461261568225	11.83421264931816	108.71707063170771	20.647257239005178	33.39314331226067
7	4.928535963756797	0.5867773898978801	0.18812031770370038	0.0795206301408784	96.57582821022649	0.6851971654287289	4.709117960121514	8.508675879066562	110.26701630090858	20.63643576711783	33.36938229941105
8	5.825383272752574	0.5352442422122595	0.21929967715113408	0.16625577326423546	97.97925740569137	0.6611207852089694	6.24140389696067	11.91845437985951	110.68285420738025	20.746218696451542	33.339217670942496
9	5.800946787661819	0.5666482852649024	0.17702256582978865	0.11880030442417222	95.90770811911656	0.5863812678766772	9.597331339147113	11.233189065921527	108.50920182874185	20.578617191987526	33.33221619533146
10	5.576999564690935	0.574852624767402	0.1789262099404136	0.09239699143896908	93.87418772889805	0.6776357992095672	10.716009209908005	12.605393075503164	108.80022831984496	20.654448011832876	33.266537426480475
11	5.775433656699412	0.5836840122281559	0.19928056543446263	0.07326345734448429	79.81249275147592	0.6296372894342217	4.925839436865885	11.849549589706458	110.70613157362145	20.61415389887546	33.24036155467853
12	5.7590830866232805	0.5736835036735782	0.1929411356966898	0.14617518636051907	97.90138145409144	0.6776755647901097	10.00875146399518	13.057590680387104	107.66363202501142	20.43679213080718	33.23872856458002
13	5.935144722188647	0.5567096199228292	0.1966381797139944	0.18803533192705849	96.94756363252408	0.6807893820582503	2.8099421699482354	12.300125708899266	102.31070139278654	20.584686660732974	33.18839687738322
14	5.895095424228873	0.5850094953981216	0.17562141518019803	0.23131814178307314	94.70249756197822	0.6384953216704486	6.111757023289732	13.48681742036955	102.0630777543204	20.726021081723868	33.16726273658244
15	5.852051035479073	0.574769132649922	0.18050881790680684	0.12451675988149233	94.89383897315624	0.6796142011679853	6.759131962520566	7.333888245330925	110.21289509447774	20.619338714330542	33.15705507109995
