composition,trial,time,biomass (g/L),ethanol (mM),acetate (mM),butanol (mM),butyrate (mM)
1.0,1.0,0.0,0.4295291101055829,15.87113695324292,16.893540271493304,0.0298633484162897,0.0701782805429868
1.0,1.0,0.1,0.4320384478915558,16.016624096209444,18.51182554803209,0.11044597508276736,0.23206445901262923
1.0,1.0,0.2,0.43467259548466514,16.192371461318917,20.062051057143723,0.1991932935048198,0.4003613894433831
1.0,1.0,0.30000000000000004,0.43742218428108864,16.398086419845615,21.541751336436036,0.296356814025486,0.574725829208194
1.0,1.0,0.4,0.44027763742501047,16.633408835448858,22.948621927712036,0.4021815363320796,0.7547885355477008
1.0,1.0,0.5,0.4432291990983934,16.89791169603417,24.280528710648774,0.5169055849288681,0.9401544848718448
1.0,1.0,0.6,0.44626696505855157,17.19110196506512,25.535516997435252,0.6407598682874258,1.130403150644111
1.0,1.0,0.7,0.4493809143777913,17.51242165561458,26.711820362069883,0.773967763393582,1.3250888398231826
1.0,1.0,0.7999999999999999,0.452560942335842,17.861249129998164,27.807869178242573,0.9167448273916833,1.523741087676514
1.0,1.0,0.8999999999999999,0.4557968944123167,18.23690062737306,28.822298840021233,1.0692985380045945,1.7258651106172198
1.0,1.0,0.9999999999999999,0.4590786013230462,18.638632021214185,29.75395763992823,1.2318280643814832,1.9309423165500967
1.0,1.0,1.0999999999999999,0.4623959150408189,19.065640808096706,30.601914279428975,1.4045240699949777,2.138430872044901
1.0,1.0,1.2,0.46573874573785257,19.51706832872134,31.365464987363076,1.5875685491747786,2.347766325485539
1.0,1.0,1.3,0.46909709958422413,19.99200222161699,32.04414022242797,1.7811346988262708,2.558362285173008
1.0,1.0,1.4000000000000001,0.4724611173335089,20.489479109445867,32.63771093647575,1.9853868268401786,2.7696111511880925
1.0,1.0,1.5000000000000002,0.4758211136240315,21.008487517320106,33.14619437610562,2.2004802986528746,2.9808848996474215
1.0,1.0,1.6000000000000003,0.4791676169214275,21.547971022017446,33.569859400826445,2.4265615233666757,3.191535917813882
1.0,1.0,1.7000000000000004,0.482491410025656,22.10683163045821,33.90923129692564,2.663767980785397,3.400897888350001
1.0,1.0,1.8000000000000005,0.48578357106320946,22.683933385277644,34.16509606711121,2.9122282906627017,3.608286720831182
1.0,1.0,1.9000000000000006,0.4890355148830378,23.278106194798234,34.33850417699201,3.172062325399456,3.81300152846498
1.0,1.0,2.0000000000000004,0.4922390347726546,23.888149884177267,34.43077374052608,3.4433813673615106,4.0143256477934335
1.0,1.0,2.1000000000000005,0.49538634440903045,24.51283846397699,34.44349312769655,3.726288311921193,4.211527698988169
1.0,1.0,2.2000000000000006,0.4984701199572088,25.15092461187978,34.37852297886787,4.020877917254461,4.403862684183096
1.0,1.0,2.3000000000000007,0.5014835422281161,25.801144362750126,34.23799761152964,4.327237101851254,4.590573121127341
1.0,1.0,2.400000000000001,0.5044203388057821,26.462222001730602,34.024325806449575,4.645445290619287,4.770890209282156
1.0,1.0,2.500000000000001,0.5072748260531501,27.132875154551662,33.740190961628684,4.975574810381509,4.944035025330242
1.0,1.0,2.600000000000001,0.5100419509048468,27.811820068736708,33.38855060387815,5.317691335484839,5.109219744914735
1.0,1.0,2.700000000000001,0.5127173323547,28.497777078895833,32.972635249316404,5.671854384152885,5.265648887278349
1.0,1.0,2.800000000000001,0.5152973025454518,29.18947624882569,32.495946605613376,6.038117866128234,5.412520579331457
1.0,1.0,2.9000000000000012,0.517778947368017,29.8856631826702,31.962255110384298,6.4165306820608645,5.549027835541357
1.0,1.0,3.0000000000000013,0.5201601464777844,30.585104996949305,31.37559680175455,6.807137375008475,5.6743598499043175
1.0,1.0,3.1000000000000014,0.5224396126358644,31.286596444831837,30.74026951877653,7.209978834322241,5.7877032961374315
1.0,1.0,3.2000000000000015,0.5246169302838452,31.98896618361541,30.060828431076153,7.625093052098023,5.8882436321092495
1.0,1.0,3.3000000000000016,0.5266925932615419,32.69108317598272,29.342080898836944,8.052515932278514,5.975166404417095
1.0,1.0,3.4000000000000017,0.528668041578407,33.3918632152309,28.589080665989542,8.492282152396534,6.047658548915118
1.0,1.0,3.5000000000000018,0.5305456971507218,34.09027556432049,27.807121391260765,8.944426077853953,6.104909682900968
1.0,1.0,3.600000000000002,0.5323289984184089,34.78534969826405,27.001729523544483,9.408982728534706,6.146113384580773
1.0,1.0,3.700000000000002,0.5340224337572915,35.47618213907343,26.178656529882872,9.885988797454504,6.170468455352219
1.0,1.0,3.800000000000002,0.5356315736048836,36.16194337221027,25.34387048618666,10.375483721054218,6.177180160374256
1.0,1.0,3.900000000000002,0.5371631012203213,36.84188483323744,24.503547042672636,10.877510800649056,6.1654614428296135
1.0,1.0,4.000000000000002,0.5386248420018446,37.51534595315214,23.664059777851417,11.392118374451574,6.134534107233127
1.0,1.0,4.100000000000001,0.5400257912882939,38.18176125069422,22.831969956753863,11.919361039493854,6.083629967095175
1.0,1.0,4.200000000000001,0.5413761405744224,38.840667459768056,22.014015710936125,12.459300922682901,6.011991952215476
1.0,1.0,4.300000000000001,0.5426873020734083,39.491710679994014,21.217100659646114,13.012009000133911,5.918875170858339
1.0,1.0,4.4,0.5439719315638033,40.134653538316805,20.448281993364084,13.577566463838805,5.803547922046397
1.0,1.0,4.5,0.5452439494622564,40.7693823495444,19.714758042741636,14.156066134642604,5.665292653206053
1.0,1.0,4.6,0.5465185600677055,41.39591426367333,19.02385535775257,14.7476139204182,5.503406858404414
1.0,1.0,4.699999999999999,0.5478122689273269,42.0144043878752,18.38301532363046,15.352330318251054,5.317203912434586
1.0,1.0,4.799999999999999,0.5491428982793691,42.62515287107562,17.79978034189699,15.97035195936983,5.106013836033897
1.0,1.0,4.899999999999999,0.5505296005330633,43.22861193915182,17.281779606477034,16.601833195487036,4.8691839875579666
1.0,1.0,4.999999999999998,0.5519928697510966,43.82539286890887,16.836714506546546,17.246947725145894,4.606079676482584
1.0,1.0,5.099999999999998,0.5535545511056371,44.41627288916808,16.472343689362557,17.905890258606078,4.3160846941651565
1.0,1.0,5.1999999999999975,0.5552378482846168,45.00220199751463,16.196467817876457,18.578878219741966,3.9986017573679358
1.0,1.0,5.299999999999997,0.5570673288308856,45.58430968150591,16.016914059427332,19.266153483373056,3.6530528601263637
1.0,1.0,5.399999999999997,0.5590689274029512,46.163911533436874,15.941520343247038,19.967984146397317,3.2788795296375515
1.0,1.0,5.4999999999999964,0.5612699469522897,46.742515748095364,15.978119425878134,20.68466633105487,2.875542981946066
1.0,2.0,0.0,0.3895731523378603,16.55914660633493,15.069056108597366,0.1804717948717958,0.0609882352941179
1.0,2.0,0.1,0.39110893176495376,16.61882258335284,16.705469221697115,0.249086811243091,0.2036926348348228
1.0,2.0,0.2,0.3927692265999936,16.705523030880897,18.284031547063048,0.3248548378126309,0.35258861929665175
1.0,2.0,0.30000000000000004,0.3945459796993021,16.819057197930213,19.80236206321553,0.40801253614611754,0.5073952458914666
1.0,2.0,0.4,0.39643091917319595,16.95917324616891,21.258214583807458,0.49879125357522,0.6678078912203518
1.0,2.0,0.5,0.39841558347754097,17.125558594284275,22.649486413532586,0.5974166751163248,0.8334983811440693
1.0,2.0,0.6,0.40049134767997846,17.317840456576768,23.97422681804531,0.7041084949842701,1.0041151731812894
1.0,2.0,0.7,0.4026494508636931,17.535586579246704,25.23064528402539,0.8190801092716594,1.1792835915804878
1.0,2.0,0.7999999999999999,0.4048810246283316,17.778306177448574,26.417119545646997,0.9425383313526353,1.3586061150702413
1.0,2.0,0.8999999999999999,0.40717712264447314,18.04545107578916,27.532203353900037,1.0746831315546002,1.5416627171485842
1.0,2.0,0.9999999999999999,0.4095287512149032,18.336417054534834,28.57463396546346,1.2157074026223111,1.7280112586253935
1.0,2.0,1.0999999999999999,0.4119269007928652,18.650545403371456,29.54333932814583,1.3657967524760282,1.9171879319827743
1.0,2.0,1.2,0.4143625784044654,18.98712468412798,30.43744494028805,1.525129325738983,2.1087077569674197
1.0,2.0,1.3,0.41682684091949546,19.3453927034334,31.256280361967125,1.6938756554793615,2.302065126676266
1.0,2.0,1.4000000000000001,0.41931082911212686,19.724538695826837,31.99938535634829,1.8721985465783026,2.4967344032427787
1.0,2.0,1.5000000000000002,0.4218058024502233,20.1237057173835,32.666515640105445,2.06025299209813,2.6921705620762473
1.0,2.0,1.6000000000000003,0.4243031745494298,20.541993249456088,33.25764822246659,2.2581861239842134,2.8878098834508856
1.0,2.0,1.7000000000000004,0.42679454922573107,20.97846001166292,33.772986313141274,2.466137199389545,3.0830706900856852
1.0,2.0,1.8000000000000005,0.42927175707784176,21.432126982782137,34.212963780150325,2.6842376238634182,3.2773541292002353
1.0,2.0,1.9000000000000006,0.43172689252860036,21.901980627736364,34.57824913940375,2.912611012594522,3.470044997376477
1.0,2.0,2.0000000000000004,0.43415235125250184,22.386976328376292,34.86974905875959,3.151373290844503,3.6605126064019577
1.0,2.0,2.1000000000000005,0.43654086791462293,22.886042015294997,35.088611360243426,3.400632834650591,3.8481116881170183
1.0,2.0,2.2000000000000006,0.43888555414448066,23.39808199742971,35.236227505114535,3.6604906528154304,4.032183336136827
1.0,2.0,2.3000000000000007,0.4411799366668265,23.92198098573475,35.31423454752794,3.9310406111388883,4.212055982169681
1.0,2.0,2.400000000000001,0.44341799551001987,24.45660830674011,35.324516543661204,4.212369699780449,4.387046404505931
1.0,2.0,2.500000000000001,0.445594202211457,25.000822301346073,35.269205404348334,4.5045583445720165,4.556460766107575
1.0,2.0,2.600000000000001,0.44770355793855715,25.553474903746356,35.15068118048879,4.80768076302967,4.719595679587514
1.0,2.0,2.700000000000001,0.4497416314430368,26.113416394922393,34.971571771775544,5.121805365739316,4.875739296229914
1.0,2.0,2.800000000000001,0.45170459676563895,26.679500324710286,34.734752050609615,5.446995203715419,5.024172416069585
1.0,2.0,2.9000000000000012,0.4535892706081338,27.250588596011692,34.44334239443761,5.783308462254253,5.16416961591908
1.0,2.0,3.0000000000000013,0.45539314928927593,27.825556704301285,34.10070662116052,6.13079900172363,5.295000392107695
1.0,2.0,3.1000000000000014,0.45711444520149364,28.403299125178194,33.710449323713995,6.489516945649904,5.415930314577175
1.0,2.0,3.2000000000000015,0.4587521226854066,28.982734842318116,33.276412601409305,6.859509316380619,5.526222188864954
1.0,2.0,3.3000000000000016,0.4603059332398171,29.56281300780817,32.802672187147486,7.240820718517465,5.625137222397583
1.0,2.0,3.4000000000000017,0.461776449985606,30.142518726489115,32.293532971173455,7.633494070229652,5.7119361914150275
1.0,2.0,3.5000000000000018,0.4631651013029873,30.720878955590976,31.753523923618843,8.037571382472462,5.785880604750943
1.0,2.0,3.600000000000002,0.46447420356283736,31.29696851062932,31.1873924196886,8.453094586049986,5.8462338606053414
1.0,2.0,3.700000000000002,0.4657069928743184,31.869916168232038,30.600097972973444,8.880106406374976,5.89226239236444
1.0,2.0,3.800000000000002,0.46686765577276346,32.43891085629159,29.996805384014515,9.318651285692813,5.923236799448291
1.0,2.0,3.900000000000002,0.4679613587737788,33.00320792158656,29.382877312904014,9.768776352450761,5.9384329591002825
1.0,2.0,4.000000000000002,0.46899427672175337,33.562135464790224,28.7638662863728,10.230532437408534,5.937133114974084
1.0,2.0,4.100000000000001,0.4699736198634405,34.11510073258392,28.145506151488394,10.703975136001768,5.918626938323258
1.0,2.0,4.200000000000001,0.4709076595799953,34.66159655642023,27.533702989761185,11.189165916386633,5.882212557556918
1.0,2.0,4.300000000000001,0.471805752713807,35.20120782733678,26.934525507128058,11.686173272511834,5.827197551891578
1.0,2.0,4.4,0.47267836442966166,35.73361799610653,26.35419491694774,12.195073921483809,5.7528999048049965
1.0,2.0,4.5,0.4735370895531994,36.25861558792587,25.799074334795968,12.715954044412474,5.658648912982511
1.0,2.0,4.6,0.47439467233329013,36.776100720788754,25.27565770548747,13.248910569848485,5.543786046440222
1.0,2.0,4.699999999999999,0.4752650245788392,37.286091616674284,24.79055828437096,13.794052498849123,5.407665755512592
1.0,2.0,4.799999999999999,0.47616324212464295,37.788731094687,24.350496696538848,14.351502270638736,5.249656220404666
1.0,2.0,4.899999999999999,0.4771056195852397,38.28429303533538,23.962288599160658,14.921397167761564,5.069140039031262
1.0,2.0,4.999999999999998,0.47810966336023686,38.7731888052143,23.632831973684045,15.503890759559855,4.865514848897233
1.0,2.0,5.099999999999998,0.4791941028593344,39.25597363147297,23.369094076145263,16.099154382749003,4.638193878814273
1.0,2.0,5.1999999999999975,0.4803788999202024,39.73335291560093,23.178098075287917,16.707378657803922,4.386606426300728
1.0,2.0,5.299999999999997,0.4816852563974929,40.206188476252464,23.066909409600274,17.328775039817618,4.11019825657152
1.0,2.0,5.399999999999997,0.48313561990657355,40.67550471105363,23.0426218957433,17.963577402444017,3.808431919095513
1.0,2.0,5.4999999999999964,0.4847536877110458,41.14249466759737,23.112343622149613,18.612043653492822,3.480786977777372
2.0,1.0,0.0,0.3521466063348435,21.037329411764816,17.183351131221812,0.0675936651583714,0.1467610859728514
2.0,1.0,0.1,0.3551968526132215,21.36036405033799,19.853074039882333,0.15880894268757245,0.23453130730738858
2.0,1.0,0.2,0.358497796272612,21.734963170133437,22.45430332324262,0.2603455896782531,0.3316380634001332
